customer_id,plan_type,contract_type,price_per_month,status,churn_date
218,Premium,Monthly,70,Active,
219,Standard,Monthly,40,Active,
220,Premium,Monthly,70,Active,
221,Premium,Monthly,70,Active,
222,Standard,Monthly,40,Active,
223,Standard,Annual,40,Active,
224,Standard,Monthly,40,Active,
225,Premium,Monthly,70,Active,
226,Basic,Monthly,20,Active,
227,Premium,Monthly,70,Active,
228,Standard,Annual,40,Active,
229,Standard,Annual,40,Active,
230,Premium,Monthly,70,Active,
231,Premium,Annual,70,Active,
232,Basic,Annual,20,Active,
233,Basic,Annual,20,Active,
234,Basic,Annual,20,Active,
235,Standard,Annual,40,Active,
236,Premium,Annual,70,Active,
237,Standard,Annual,40,Active,
238,Basic,Monthly,20,Active,
239,Basic,Monthly,20,Active,
240,Standard,Monthly,40,Active,
241,Standard,Annual,40,Active,
242,Basic,Monthly,20,Active,
243,Basic,Annual,20,Active,
244,Basic,Annual,20,Active,
245,Basic,Annual,20,Active,
246,Standard,Monthly,40,Active,
247,Basic,Monthly,20,Active,
248,Basic,Monthly,20,Active,
249,Premium,Monthly,70,Active,
250,Standard,Annual,40,Active,
251,Premium,Monthly,70,Active,
252,Standard,Monthly,40,Active,
253,Premium,Monthly,70,Active,
254,Premium,Annual,70,Active,
255,Basic,Annual,20,Active,
256,Basic,Monthly,20,Active,
257,Standard,Annual,40,Active,
258,Basic,Monthly,20,Active,
259,Basic,Monthly,20,Active,
260,Premium,Annual,70,Active,
261,Standard,Monthly,40,Active,
262,Standard,Annual,40,Active,
263,Standard,Monthly,40,Active,
264,Standard,Monthly,40,Active,
265,Basic,Monthly,20,Active,
266,Standard,Monthly,40,Active,
267,Standard,Monthly,40,Active,
268,Basic,Monthly,20,Active,
269,Premium,Monthly,70,Active,
270,Basic,Monthly,20,Active,
271,Standard,Monthly,40,Active,
272,Standard,Monthly,40,Active,
273,Premium,Monthly,70,Active,
274,Basic,Annual,20,Active,
275,Premium,Monthly,70,Active,
276,Standard,Monthly,40,Active,
277,Standard,Annual,40,Active,
278,Standard,Monthly,40,Active,
279,Premium,Annual,70,Active,
280,Standard,Monthly,40,Active,
281,Premium,Annual,70,Active,
282,Basic,Annual,20,Active,
283,Standard,Monthly,40,Active,
284,Standard,Annual,40,Active,
285,Premium,Monthly,70,Active,
286,Basic,Monthly,20,Active,
287,Basic,Monthly,20,Active,
288,Standard,Annual,40,Active,
289,Standard,Annual,40,Active,
290,Standard,Annual,40,Active,
291,Basic,Monthly,20,Active,
292,Standard,Annual,40,Active,
293,Premium,Annual,70,Active,
294,Premium,Annual,70,Active,
295,Basic,Annual,20,Active,
296,Premium,Annual,70,Active,
297,Basic,Monthly,20,Active,
298,Basic,Annual,20,Active,
299,Standard,Annual,40,Active,
300,Premium,Annual,70,Active,
301,Basic,Monthly,20,Active,
302,Basic,Monthly,20,Active,
303,Premium,Monthly,70,Active,
304,Standard,Annual,40,Active,
305,Basic,Monthly,20,Active,
306,Premium,Annual,70,Active,
307,Standard,Monthly,40,Active,
308,Basic,Annual,20,Active,
309,Basic,Monthly,20,Active,
310,Basic,Annual,20,Active,
311,Standard,Annual,40,Active,
312,Basic,Monthly,20,Active,
313,Premium,Monthly,70,Active,
314,Standard,Annual,40,Active,
315,Standard,Monthly,40,Active,
316,Basic,Monthly,20,Active,
317,Basic,Monthly,20,Active,
318,Premium,Annual,70,Active,
319,Premium,Annual,70,Active,
320,Standard,Annual,40,Active,
321,Basic,Monthly,20,Active,
322,Standard,Monthly,40,Active,
323,Standard,Monthly,40,Active,
324,Standard,Annual,40,Active,
325,Basic,Monthly,20,Active,
326,Standard,Annual,40,Active,
327,Standard,Annual,40,Active,
328,Standard,Annual,40,Active,
329,Premium,Annual,70,Active,
330,Premium,Annual,70,Active,
331,Premium,Annual,70,Active,
332,Premium,Monthly,70,Active,
333,Standard,Monthly,40,Active,
334,Premium,Monthly,70,Active,
335,Standard,Monthly,40,Active,
336,Basic,Monthly,20,Active,
337,Standard,Annual,40,Active,
338,Basic,Monthly,20,Active,
339,Standard,Annual,40,Active,
340,Basic,Annual,20,Active,
341,Standard,Annual,40,Active,
342,Premium,Monthly,70,Active,
343,Basic,Monthly,20,Active,
344,Standard,Monthly,40,Active,
345,Basic,Monthly,20,Active,
346,Standard,Monthly,40,Active,
347,Premium,Annual,70,Active,
348,Basic,Monthly,20,Active,
349,Standard,Monthly,40,Active,
350,Basic,Monthly,20,Active,
351,Standard,Annual,40,Active,
352,Standard,Monthly,40,Active,
353,Standard,Annual,40,Active,
354,Premium,Annual,70,Active,
355,Standard,Annual,40,Active,
356,Basic,Monthly,20,Active,
357,Basic,Annual,20,Active,
358,Premium,Annual,70,Active,
359,Premium,Annual,70,Active,
360,Standard,Monthly,40,Active,
361,Basic,Monthly,20,Active,
362,Standard,Monthly,40,Active,
363,Basic,Monthly,20,Active,
364,Standard,Monthly,40,Active,
365,Basic,Monthly,20,Active,
366,Standard,Monthly,40,Active,
367,Standard,Annual,40,Active,
368,Standard,Monthly,40,Active,
369,Premium,Annual,70,Active,
370,Premium,Monthly,70,Active,
371,Premium,Annual,70,Active,
372,Premium,Annual,70,Active,
373,Basic,Monthly,20,Active,
374,Standard,Monthly,40,Active,
375,Premium,Annual,70,Active,
376,Standard,Monthly,40,Active,
377,Standard,Annual,40,Active,
378,Premium,Monthly,70,Active,
379,Basic,Annual,20,Active,
380,Premium,Annual,70,Active,
381,Standard,Monthly,40,Active,
382,Premium,Monthly,70,Active,
383,Standard,Annual,40,Active,
384,Premium,Annual,70,Active,
385,Premium,Monthly,70,Active,
386,Standard,Monthly,40,Active,
387,Basic,Annual,20,Active,
388,Premium,Monthly,70,Active,
389,Basic,Annual,20,Active,
390,Premium,Annual,70,Active,
391,Standard,Monthly,40,Active,
392,Standard,Monthly,40,Active,
393,Standard,Annual,40,Active,
394,Premium,Monthly,70,Active,
395,Standard,Monthly,40,Active,
396,Standard,Annual,40,Active,
397,Premium,Monthly,70,Active,
398,Basic,Monthly,20,Active,
399,Standard,Monthly,40,Active,
400,Standard,Monthly,40,Active,
401,Standard,Monthly,40,Active,
402,Standard,Annual,40,Active,
403,Standard,Annual,40,Active,
404,Standard,Monthly,40,Active,
405,Premium,Annual,70,Active,
406,Basic,Monthly,20,Active,
407,Standard,Annual,40,Active,
408,Standard,Annual,40,Active,
409,Basic,Monthly,20,Active,
410,Premium,Monthly,70,Active,
411,Standard,Monthly,40,Active,
412,Standard,Monthly,40,Active,
413,Premium,Annual,70,Active,
414,Standard,Monthly,40,Active,
415,Standard,Annual,40,Active,
416,Basic,Monthly,20,Active,
417,Standard,Monthly,40,Active,
418,Premium,Monthly,70,Active,
419,Standard,Monthly,40,Active,
420,Basic,Monthly,20,Active,
421,Premium,Monthly,70,Active,
422,Basic,Monthly,20,Active,
423,Basic,Annual,20,Active,
424,Standard,Monthly,40,Active,
425,Standard,Monthly,40,Active,
426,Premium,Annual,70,Active,
427,Basic,Annual,20,Active,
428,Standard,Monthly,40,Active,
429,Basic,Monthly,20,Active,
430,Basic,Monthly,20,Active,
431,Basic,Monthly,20,Active,
432,Premium,Monthly,70,Active,
433,Premium,Annual,70,Active,
434,Premium,Annual,70,Active,
435,Premium,Monthly,70,Active,
436,Premium,Annual,70,Active,
437,Standard,Monthly,40,Active,
438,Basic,Monthly,20,Active,
439,Basic,Monthly,20,Active,
440,Standard,Annual,40,Active,
441,Premium,Monthly,70,Active,
442,Standard,Annual,40,Active,
443,Premium,Monthly,70,Active,
444,Premium,Annual,70,Active,
445,Standard,Annual,40,Active,
446,Premium,Annual,70,Active,
447,Basic,Monthly,20,Active,
448,Basic,Monthly,20,Active,
449,Premium,Monthly,70,Active,
450,Basic,Monthly,20,Active,
451,Standard,Monthly,40,Active,
452,Basic,Annual,20,Active,
453,Standard,Monthly,40,Active,
454,Standard,Annual,40,Active,
455,Basic,Monthly,20,Active,
456,Basic,Monthly,20,Active,
457,Basic,Annual,20,Active,
458,Standard,Monthly,40,Active,
459,Premium,Annual,70,Active,
460,Premium,Monthly,70,Active,
461,Standard,Monthly,40,Active,
462,Standard,Monthly,40,Active,
463,Standard,Annual,40,Active,
464,Standard,Annual,40,Active,
465,Basic,Monthly,20,Active,
466,Basic,Monthly,20,Active,
467,Premium,Monthly,70,Active,
468,Premium,Monthly,70,Active,
469,Premium,Monthly,70,Active,
470,Standard,Monthly,40,Active,
471,Premium,Monthly,70,Active,
472,Premium,Annual,70,Active,
473,Standard,Monthly,40,Active,
474,Basic,Annual,20,Active,
475,Premium,Monthly,70,Active,
476,Standard,Annual,40,Active,
477,Premium,Annual,70,Active,
478,Basic,Monthly,20,Active,
479,Standard,Monthly,40,Active,
480,Premium,Annual,70,Active,
481,Standard,Annual,40,Active,
482,Standard,Annual,40,Active,
483,Basic,Annual,20,Active,
484,Premium,Annual,70,Active,
485,Premium,Monthly,70,Active,
486,Basic,Monthly,20,Active,
487,Standard,Monthly,40,Active,
488,Basic,Monthly,20,Active,
489,Standard,Annual,40,Active,
490,Basic,Monthly,20,Active,
491,Standard,Annual,40,Active,
492,Standard,Monthly,40,Active,
493,Standard,Annual,40,Active,
494,Premium,Annual,70,Active,
495,Premium,Monthly,70,Active,
496,Premium,Annual,70,Active,
497,Premium,Monthly,70,Active,
498,Standard,Annual,40,Active,
499,Premium,Monthly,70,Active,
500,Basic,Annual,20,Active,
501,Premium,Monthly,70,Active,
502,Premium,Monthly,70,Active,
503,Basic,Annual,20,Active,
504,Standard,Monthly,40,Active,
505,Standard,Monthly,40,Active,
506,Basic,Annual,20,Active,
507,Basic,Annual,20,Active,
508,Standard,Monthly,40,Active,
509,Basic,Monthly,20,Active,
510,Basic,Annual,20,Active,
511,Premium,Annual,70,Active,
512,Basic,Monthly,20,Active,
513,Basic,Annual,20,Active,
514,Standard,Annual,40,Active,
515,Standard,Monthly,40,Active,
516,Premium,Annual,70,Active,
517,Premium,Monthly,70,Active,
518,Premium,Annual,70,Active,
519,Standard,Annual,40,Active,
520,Standard,Monthly,40,Active,
521,Premium,Monthly,70,Active,
522,Standard,Annual,40,Active,
523,Standard,Monthly,40,Active,
524,Basic,Monthly,20,Active,
525,Standard,Monthly,40,Active,
526,Standard,Annual,40,Active,
527,Basic,Monthly,20,Active,
528,Premium,Annual,70,Active,
529,Basic,Annual,20,Active,
530,Standard,Annual,40,Active,
531,Standard,Monthly,40,Active,
532,Basic,Monthly,20,Active,
533,Standard,Annual,40,Active,
534,Premium,Monthly,70,Active,
535,Basic,Monthly,20,Active,
536,Basic,Monthly,20,Active,
537,Premium,Monthly,70,Active,
538,Standard,Annual,40,Active,
539,Basic,Monthly,20,Active,
540,Premium,Monthly,70,Active,
541,Premium,Monthly,70,Active,
542,Premium,Annual,70,Active,
543,Premium,Monthly,70,Active,
544,Premium,Annual,70,Active,
545,Basic,Monthly,20,Active,
546,Basic,Monthly,20,Active,
547,Standard,Monthly,40,Active,
548,Basic,Monthly,20,Active,
549,Premium,Annual,70,Active,
550,Basic,Annual,20,Active,
551,Standard,Annual,40,Active,
552,Premium,Annual,70,Active,
553,Basic,Monthly,20,Active,
554,Basic,Annual,20,Active,
555,Basic,Monthly,20,Active,
556,Basic,Annual,20,Active,
557,Basic,Annual,20,Active,
558,Basic,Annual,20,Active,
559,Standard,Monthly,40,Active,
560,Standard,Monthly,40,Active,
561,Standard,Annual,40,Active,
562,Basic,Annual,20,Active,
563,Standard,Monthly,40,Active,
564,Basic,Annual,20,Active,
565,Standard,Annual,40,Active,
566,Basic,Monthly,20,Active,
567,Basic,Annual,20,Active,
568,Basic,Monthly,20,Active,
569,Premium,Monthly,70,Active,
570,Premium,Annual,70,Active,
571,Premium,Annual,70,Active,
572,Premium,Monthly,70,Active,
573,Basic,Annual,20,Active,
574,Basic,Monthly,20,Active,
575,Premium,Monthly,70,Active,
576,Basic,Monthly,20,Active,
577,Standard,Monthly,40,Active,
578,Standard,Monthly,40,Active,
579,Basic,Monthly,20,Active,
580,Standard,Monthly,40,Active,
581,Basic,Monthly,20,Active,
582,Basic,Monthly,20,Active,
583,Premium,Annual,70,Active,
584,Premium,Monthly,70,Active,
585,Premium,Annual,70,Active,
586,Basic,Annual,20,Active,
587,Standard,Monthly,40,Active,
588,Premium,Monthly,70,Active,
589,Standard,Monthly,40,Active,
590,Premium,Monthly,70,Active,
591,Premium,Monthly,70,Active,
592,Standard,Annual,40,Active,
593,Basic,Monthly,20,Active,
594,Standard,Annual,40,Active,
595,Premium,Annual,70,Active,
596,Premium,Annual,70,Active,
597,Premium,Annual,70,Active,
598,Basic,Monthly,20,Active,
599,Basic,Monthly,20,Active,
600,Standard,Annual,40,Active,
601,Standard,Annual,40,Active,
602,Basic,Monthly,20,Active,
603,Standard,Monthly,40,Active,
604,Standard,Annual,40,Active,
605,Standard,Annual,40,Active,
606,Basic,Monthly,20,Active,
607,Premium,Annual,70,Active,
608,Standard,Annual,40,Active,
609,Premium,Monthly,70,Active,
610,Basic,Annual,20,Active,
611,Premium,Monthly,70,Active,
612,Standard,Annual,40,Active,
613,Standard,Monthly,40,Active,
614,Premium,Annual,70,Active,
615,Premium,Monthly,70,Active,
616,Premium,Monthly,70,Active,
617,Premium,Monthly,70,Active,
618,Standard,Monthly,40,Active,
619,Basic,Annual,20,Active,
620,Basic,Annual,20,Active,
621,Basic,Annual,20,Active,
622,Premium,Annual,70,Active,
623,Basic,Monthly,20,Active,
624,Basic,Annual,20,Active,
625,Basic,Annual,20,Active,
626,Standard,Monthly,40,Active,
627,Premium,Monthly,70,Active,
628,Premium,Monthly,70,Active,
629,Basic,Monthly,20,Active,
630,Standard,Monthly,40,Active,
631,Standard,Annual,40,Active,
632,Premium,Annual,70,Active,
633,Basic,Annual,20,Active,
634,Standard,Monthly,40,Active,
635,Premium,Annual,70,Active,
636,Standard,Annual,40,Active,
637,Basic,Annual,20,Active,
638,Premium,Monthly,70,Active,
639,Premium,Annual,70,Active,
640,Basic,Monthly,20,Active,
641,Basic,Monthly,20,Active,
642,Standard,Monthly,40,Active,
643,Standard,Annual,40,Active,
644,Premium,Annual,70,Active,
645,Basic,Annual,20,Active,
646,Standard,Monthly,40,Active,
647,Standard,Monthly,40,Active,
648,Basic,Monthly,20,Active,
649,Standard,Annual,40,Active,
650,Premium,Monthly,70,Active,
651,Basic,Monthly,20,Active,
652,Standard,Annual,40,Active,
653,Premium,Monthly,70,Active,
654,Premium,Annual,70,Active,
655,Basic,Annual,20,Active,
656,Basic,Annual,20,Active,
657,Basic,Monthly,20,Active,
658,Premium,Monthly,70,Active,
659,Standard,Annual,40,Active,
660,Premium,Annual,70,Active,
661,Premium,Annual,70,Active,
662,Premium,Monthly,70,Active,
663,Basic,Annual,20,Active,
664,Premium,Annual,70,Active,
665,Premium,Annual,70,Active,
666,Standard,Annual,40,Active,
667,Standard,Annual,40,Active,
668,Premium,Monthly,70,Active,
669,Basic,Monthly,20,Active,
670,Standard,Monthly,40,Active,
671,Basic,Annual,20,Active,
672,Standard,Annual,40,Active,
673,Standard,Monthly,40,Active,
674,Standard,Annual,40,Active,
675,Standard,Monthly,40,Active,
676,Basic,Annual,20,Active,
677,Basic,Annual,20,Active,
678,Premium,Annual,70,Active,
679,Basic,Monthly,20,Active,
680,Standard,Monthly,40,Active,
681,Basic,Monthly,20,Active,
682,Basic,Monthly,20,Active,
683,Standard,Annual,40,Active,
684,Basic,Monthly,20,Active,
685,Premium,Monthly,70,Active,
686,Standard,Annual,40,Active,
687,Standard,Monthly,40,Active,
688,Basic,Monthly,20,Active,
689,Basic,Annual,20,Active,
690,Standard,Annual,40,Active,
691,Basic,Monthly,20,Active,
692,Premium,Monthly,70,Active,
693,Premium,Annual,70,Active,
694,Premium,Monthly,70,Active,
695,Standard,Monthly,40,Active,
696,Premium,Annual,70,Active,
697,Premium,Annual,70,Active,
698,Basic,Monthly,20,Active,
699,Basic,Annual,20,Active,
700,Premium,Annual,70,Active,
701,Basic,Annual,20,Active,
702,Premium,Annual,70,Active,
703,Premium,Monthly,70,Active,
704,Premium,Annual,70,Active,
705,Basic,Annual,20,Active,
706,Standard,Monthly,40,Active,
707,Basic,Monthly,20,Active,
708,Premium,Monthly,70,Active,
709,Standard,Monthly,40,Active,
710,Standard,Annual,40,Active,
711,Premium,Annual,70,Active,
712,Standard,Annual,40,Active,
713,Standard,Annual,40,Active,
714,Standard,Annual,40,Active,
715,Basic,Monthly,20,Active,
716,Standard,Annual,40,Active,
717,Premium,Monthly,70,Active,
718,Premium,Annual,70,Active,
719,Basic,Annual,20,Active,
720,Premium,Annual,70,Active,
721,Standard,Monthly,40,Active,
722,Standard,Annual,40,Active,
723,Standard,Monthly,40,Active,
724,Premium,Annual,70,Active,
725,Basic,Annual,20,Active,
726,Basic,Annual,20,Active,
727,Premium,Monthly,70,Active,
728,Premium,Annual,70,Active,
729,Premium,Monthly,70,Active,
730,Standard,Annual,40,Active,
731,Standard,Annual,40,Active,
732,Standard,Monthly,40,Active,
733,Premium,Annual,70,Active,
734,Standard,Annual,40,Active,
735,Premium,Monthly,70,Active,
736,Standard,Annual,40,Active,
737,Premium,Annual,70,Active,
738,Basic,Annual,20,Active,
739,Premium,Monthly,70,Active,
740,Standard,Monthly,40,Active,
741,Basic,Annual,20,Active,
742,Premium,Monthly,70,Active,
743,Premium,Annual,70,Active,
744,Standard,Annual,40,Active,
745,Basic,Monthly,20,Active,
746,Standard,Monthly,40,Active,
747,Premium,Monthly,70,Active,
748,Standard,Monthly,40,Active,
749,Standard,Monthly,40,Active,
750,Basic,Monthly,20,Active,
751,Basic,Annual,20,Active,
752,Standard,Monthly,40,Active,
753,Basic,Monthly,20,Active,
754,Standard,Annual,40,Active,
755,Basic,Annual,20,Active,
756,Premium,Monthly,70,Active,
757,Premium,Monthly,70,Active,
758,Basic,Monthly,20,Active,
759,Basic,Annual,20,Active,
760,Standard,Monthly,40,Active,
761,Basic,Annual,20,Active,
762,Basic,Annual,20,Active,
763,Premium,Annual,70,Active,
764,Basic,Annual,20,Active,
765,Premium,Annual,70,Active,
766,Basic,Annual,20,Active,
767,Premium,Monthly,70,Active,
768,Basic,Monthly,20,Active,
769,Basic,Monthly,20,Active,
770,Standard,Annual,40,Active,
771,Standard,Monthly,40,Active,
772,Standard,Annual,40,Active,
773,Premium,Annual,70,Active,
774,Basic,Monthly,20,Active,
775,Premium,Annual,70,Active,
776,Standard,Annual,40,Active,
777,Standard,Annual,40,Active,
778,Basic,Monthly,20,Active,
779,Basic,Monthly,20,Active,
780,Standard,Monthly,40,Active,
781,Standard,Annual,40,Active,
782,Basic,Monthly,20,Active,
783,Standard,Annual,40,Active,
784,Standard,Annual,40,Active,
785,Premium,Annual,70,Active,
786,Standard,Annual,40,Active,
787,Basic,Monthly,20,Active,
788,Basic,Monthly,20,Active,
789,Premium,Monthly,70,Active,
790,Premium,Monthly,70,Active,
791,Standard,Monthly,40,Active,
792,Standard,Annual,40,Active,
793,Basic,Annual,20,Active,
794,Premium,Annual,70,Active,
795,Basic,Monthly,20,Active,
796,Basic,Monthly,20,Active,
797,Premium,Monthly,70,Active,
798,Premium,Monthly,70,Active,
799,Standard,Annual,40,Active,
800,Standard,Annual,40,Active,
801,Standard,Annual,40,Active,
802,Basic,Monthly,20,Active,
803,Standard,Annual,40,Active,
804,Standard,Annual,40,Active,
805,Standard,Annual,40,Active,
806,Basic,Monthly,20,Active,
807,Standard,Monthly,40,Active,
808,Premium,Annual,70,Active,
809,Standard,Monthly,40,Active,
810,Standard,Annual,40,Active,
811,Standard,Annual,40,Active,
812,Basic,Monthly,20,Active,
813,Premium,Monthly,70,Active,
814,Standard,Annual,40,Active,
815,Basic,Monthly,20,Active,
816,Standard,Annual,40,Active,
817,Basic,Monthly,20,Active,
818,Premium,Monthly,70,Active,
819,Premium,Monthly,70,Active,
820,Standard,Annual,40,Active,
821,Premium,Monthly,70,Active,
822,Standard,Monthly,40,Active,
823,Basic,Monthly,20,Active,
824,Basic,Monthly,20,Active,
825,Premium,Annual,70,Active,
826,Standard,Annual,40,Active,
827,Premium,Monthly,70,Active,
828,Standard,Monthly,40,Active,
829,Standard,Monthly,40,Active,
830,Standard,Annual,40,Active,
831,Basic,Monthly,20,Active,
832,Standard,Monthly,40,Active,
833,Basic,Monthly,20,Active,
834,Basic,Monthly,20,Active,
835,Premium,Monthly,70,Active,
836,Standard,Annual,40,Active,
837,Premium,Monthly,70,Active,
838,Standard,Annual,40,Active,
839,Premium,Annual,70,Active,
840,Basic,Monthly,20,Active,
841,Standard,Monthly,40,Active,
842,Premium,Monthly,70,Active,
843,Premium,Monthly,70,Active,
