ticket_id,customer_id,ticket_date,issue_type,priority,resolution_time_hours,satisfaction_score
416c0562-2ec3-4411-a4df-6dcc490ccf97,37,2022-05-11,Onboarding,Medium,48.36959111816388,1
f3c1114d-4e8a-40cb-a77b-71ea16f1e5cb,38,2023-08-20,Technical,Low,22.098918594610073,2
9d4e42f2-0f14-486c-ab50-1ad7adb94a81,38,2022-11-13,Technical,Medium,30.325713740052823,3
0ef9f903-b69a-4eac-86f4-b0ee2e740569,38,2022-09-10,Cancellation Inquiry,High,5.505745656668328,2
24784b7d-51ee-4cc8-9947-4d1a63d316c1,39,2022-08-20,Technical,Medium,74.49442435951484,5
6021a15b-4207-4b51-92ff-eff5e49c5edd,39,2022-11-17,Billing,Medium,5.818914961154495,4
33daefc1-0d47-426d-9ef7-a52ee645bb00,40,2023-10-05,Billing,High,6.173619516065269,2
3c8aae87-9606-406a-98d5-4b7ec08bd631,40,2022-07-06,Cancellation Inquiry,Medium,21.877830095275126,4
62928cdc-8121-4051-809c-a132823500f9,41,2023-01-18,Billing,Medium,10.012198768354864,4
76feacd6-517e-4f4a-8f85-93c344f00717,41,2022-03-31,Technical,Medium,67.45748318092619,5
0766699f-7bf2-4a06-90c1-de9c683629ce,44,2023-03-06,Billing,Medium,3.683092814674187,1
e2db1ce3-e9ea-4b10-bbd6-6a06a22fc331,45,2022-11-13,Technical,Medium,8.958726898806967,4
960f69fc-f6a6-46ee-8dd7-e05244e7a702,45,2022-01-15,Onboarding,Medium,5.1264212337075605,4
8e014eb3-c352-4ba4-bf0e-924b19fc8579,46,2023-06-09,Billing,Low,3.148680431059624,4
91788bdd-4dfb-4b6e-a025-7194c903cc1d,46,2023-05-22,Cancellation Inquiry,High,21.47720246742611,1
a2c3b917-d8a5-4a52-957b-0495722be4aa,46,2022-11-12,Billing,Medium,58.29611551821399,3
24722a76-f7c9-4c89-886a-ed733415c076,48,2023-01-24,Billing,High,54.35068710485387,1
c832b3f0-2b0e-43fd-bc3d-31388a5a4272,48,2022-10-17,Cancellation Inquiry,Low,35.01218517676625,4
f61b2bfd-6c7b-4a77-b3de-6bc2899bef4b,49,2022-07-10,Onboarding,Low,48.53174908752892,2
00419afc-0ab2-42ca-b3a5-5d2e8e1e7525,50,2023-12-09,Technical,Medium,11.40409661436339,5
9ee827fa-d451-459f-b60b-988176f36fc7,50,2023-09-24,Onboarding,Medium,16.76188607076118,3
002394e2-2ad9-4682-b8da-5a79a72edd5f,50,2022-08-13,Billing,Medium,24.88570114579435,3
45f72e6c-7b70-4f15-abfb-c97aeefa4d76,51,2022-02-16,Technical,Low,4.052710779328497,5
6151bd93-ae14-45f4-96e8-aad3403a423a,52,2023-04-10,Onboarding,Medium,42.42399161423909,3
95ccfda2-3677-4e04-a1d8-507bd7aa0f83,53,2022-09-30,Cancellation Inquiry,Medium,23.946923102724195,5
29529420-0ba4-432b-8804-044c82a4e22e,54,2023-10-15,Cancellation Inquiry,High,50.05433616924647,1
4cf6a297-11e7-4656-9026-1d4c88ba135e,55,2023-07-29,Cancellation Inquiry,Low,1.0450378043412776,3
d49b862d-1f7b-4b19-b2cc-43726532b3ae,57,2022-03-11,Onboarding,High,4.0081168061145185,1
478a943a-ffb2-4fe1-8e75-69bcb99e6f7b,57,2022-04-19,Cancellation Inquiry,Medium,26.59946227719611,5
813be64b-9c46-44d3-b5fa-46fe6e951719,58,2023-11-14,Cancellation Inquiry,High,27.36613033243753,1
f2064a1c-ae9e-4bbf-a249-5790517c5dec,59,2023-09-15,Billing,High,22.226677425668388,2
c0b08dd0-fac9-45b6-82e8-8605a29a7e5f,60,2022-09-24,Cancellation Inquiry,Medium,114.48758806920294,2
a98afcb0-3ef5-47fe-85e4-307a73e5550d,60,2023-07-04,Onboarding,Low,6.209229516266848,3
f5808b59-75b5-48d7-b5eb-728f57750d0f,60,2022-09-07,Onboarding,High,9.099350205647527,1
b11cc20e-e9fd-4972-8410-5bd15415c636,61,2023-04-11,Billing,Low,12.83903120656456,4
9bd972ca-0086-4f9e-ac19-1606a57d4eb4,61,2022-04-14,Cancellation Inquiry,Low,84.13743688284015,2
ac367cb9-0273-4e68-a6c5-1969011871cf,62,2023-01-06,Cancellation Inquiry,Low,49.87200397548435,4
b24d2a35-e530-4b87-8e48-4bc069c50d69,65,2022-05-15,Onboarding,Low,7.25247661252384,2
89c2fba5-648d-44c0-8330-ec147d2d93e8,67,2023-07-01,Onboarding,Low,5.413938008179198,5
a6b96653-a62b-4d30-a070-bdb9c98cd5fb,67,2022-03-05,Cancellation Inquiry,Low,45.588164637214696,3
d50372a8-e47f-4c7e-87ec-2d3289e4ec28,69,2022-03-02,Cancellation Inquiry,Medium,1.8393289938303652,3
1f982a0d-ac18-4ef9-b1f7-1addabeed5b2,71,2023-09-26,Cancellation Inquiry,Low,13.163790622655673,4
d3d4ddd3-605a-44f5-9012-6e91f8d78cbc,71,2022-10-02,Onboarding,High,35.48344424049284,4
d6d24227-2d5c-4a61-a302-1daa5ba3a49c,72,2023-04-13,Onboarding,Low,111.43787036192762,2
02288f07-fbda-45ae-b270-9103cfd6b161,72,2023-08-20,Cancellation Inquiry,Low,4.6130824660378575,5
3167d947-efad-4069-9ed7-d1a676730495,73,2022-04-07,Technical,Low,21.83778693544486,3
05106943-be3e-46f7-b8b5-95b90265a223,75,2022-12-12,Technical,Medium,41.10584129170859,1
b58dfc59-ebe0-48c1-ae38-cf4647f86de4,75,2023-08-13,Technical,Medium,25.436352008476817,2
9d0a94df-d0f7-47b0-9708-0bbd3106e8ce,75,2022-10-05,Billing,Medium,11.16341124593467,3
389d2267-b7c2-4d94-8ef4-40984d9d1bb1,79,2023-05-01,Billing,High,22.817724563548985,3
5ced83b3-f7a0-4e7a-be6a-3ea7fae91634,80,2022-07-01,Cancellation Inquiry,Medium,2.379716357727827,4
b43c7851-e78d-4f32-be2a-9f7347dfa607,81,2022-01-29,Billing,Medium,39.55697144491424,1
3232be72-01d3-4033-b586-ae6f9b24955c,81,2023-07-04,Billing,High,15.048445491984134,4
deb2d490-1c66-4dd9-a565-e779a3708c7f,82,2023-09-30,Onboarding,High,77.87975813873351,4
2ba46308-7e77-46aa-8015-575691b0af07,83,2022-08-04,Onboarding,Medium,2.6638912024604537,2
90d22d54-bd22-47fc-a8eb-2ba6319aed6a,85,2023-03-05,Onboarding,Medium,11.657422760205396,4
2cef7557-90ad-47c6-9a5c-68adaeb0b110,85,2023-06-07,Onboarding,High,75.24318852491412,1
10a71298-bef8-4d85-a0d4-c1659691f45d,86,2022-02-20,Cancellation Inquiry,Medium,0.5968260559529277,4
db00ab4c-91e5-4e86-aefe-02c34276bfe1,87,2022-04-09,Cancellation Inquiry,Low,4.279400153117031,3
c841b6a8-ba99-4da0-85e8-9165e1896b25,87,2022-06-27,Onboarding,Medium,6.235903639016464,4
05eb074d-ad90-4360-9900-b745311d2ed4,87,2022-08-02,Technical,Medium,33.8482235970919,5
40bf6f6b-9d4d-4658-886e-dae8ad80016d,88,2023-06-23,Cancellation Inquiry,Low,1.6875885677099962,2
00801ed9-7434-40a1-a212-f7e18f63c2bb,88,2023-06-13,Cancellation Inquiry,Medium,28.66095722934,5
f16d4fe8-ac50-4475-a416-5dd16d575fd1,89,2023-12-30,Billing,Low,36.132450231031214,3
52b0147b-f052-4803-9a96-8e7d0d46e159,91,2023-05-20,Cancellation Inquiry,High,13.107757654173472,1
46273272-6829-44ca-bebf-4c56d826c496,92,2022-12-02,Billing,Low,35.81155355185742,5
7eddfc17-7772-4a5a-84ae-ffbeae1fd957,92,2022-04-05,Technical,Low,12.561012677395443,3
e240e060-0b20-402f-824f-3f4c846af2e6,94,2022-10-08,Cancellation Inquiry,Medium,3.6091518516048913,4
eb1bb47f-4726-4e7f-8c05-e009397bfdd7,96,2023-07-15,Onboarding,Medium,18.75021763526593,1
01521e60-50f5-4bd8-b2e8-9652884c0a55,98,2022-11-23,Billing,Medium,1.13123591058884,3
e14e21f7-14f1-4d92-95af-47da31d1d6cb,98,2022-11-01,Cancellation Inquiry,High,28.943301963000593,4
bcc9245c-fd81-4bc0-867e-c672cec3a6f4,98,2023-03-21,Cancellation Inquiry,Low,7.258785452684184,3
f530c98d-6c7f-4bef-b086-47e1fa647958,102,2022-06-25,Onboarding,Medium,10.566105615154202,5
2a1b76e3-3266-44ff-bffe-f652eac032fa,102,2022-02-27,Cancellation Inquiry,High,8.640019387996716,4
a0135044-a041-401d-9016-8d654f90f91a,103,2022-09-13,Cancellation Inquiry,Low,39.33281546631733,4
cedcf5bf-6e94-44ab-badf-14580722ab3c,103,2022-03-17,Onboarding,Low,3.910994021994523,5
ef60250e-a055-41d3-8c16-ab4e97b018b0,103,2022-01-19,Technical,Low,39.8983628318711,4
1b9b71f0-3f45-44d4-801a-d5cdd72b8154,104,2022-09-17,Cancellation Inquiry,Medium,27.304576200275122,4
d51fde3f-573e-4c3a-b574-175b3d051bf4,106,2023-01-03,Onboarding,Low,47.02126361547296,5
cb4addc6-8509-4c78-9566-0d8ed25697ad,106,2022-02-12,Onboarding,High,68.08319235447122,5
9997496b-c697-4476-92aa-48cff18c5581,106,2022-07-03,Cancellation Inquiry,High,2.238924956025125,2
a016db34-187d-40c5-839b-f6de704377c3,106,2023-04-27,Billing,High,1.5561917390216904,5
f97a822c-15e5-4a0f-9ff4-9f0a94350cb1,107,2022-12-13,Technical,High,31.121623365469766,5
503314b1-609c-47af-8889-360feaadcb2f,108,2022-02-17,Technical,Low,11.507625607328507,5
c85b811b-10a5-4073-b180-4803d9025a2c,108,2023-11-23,Cancellation Inquiry,High,1.2021150225569777,1
71219097-cd69-4dab-ab4b-2c0c0fdf60d5,109,2022-04-10,Technical,High,0.6005810147093267,5
6e8d0018-a04d-4c84-9c59-5e034d2d3557,109,2022-02-12,Billing,Low,21.540272826304644,1
8f2b892b-0e48-4034-ad74-dd431a115f59,110,2022-02-21,Billing,Low,5.083850518029608,5
66d4b394-61a7-4114-9994-f7ba4b7faa4c,111,2022-02-10,Technical,Medium,16.961228472329,4
3bad3a0d-693e-4fcf-8080-aba49e07809d,112,2022-03-16,Onboarding,High,33.359227675582204,3
9fbeffb3-a8e3-4c9b-8997-f2fa997dcd9a,113,2023-11-03,Onboarding,High,26.744461195345167,5
cb8fe981-76d6-482f-a248-953e7412c272,115,2022-01-09,Onboarding,Medium,3.4218954223034554,5
19ed59a5-9e85-44d4-9ec6-20e0e143a0ad,116,2022-11-29,Cancellation Inquiry,High,16.471093682761683,4
c86e0b55-acff-499f-b005-8f9aa6a2c945,116,2022-09-21,Onboarding,Medium,65.12114899338283,2
967aefbb-5404-401d-8468-1060743e5fef,119,2022-01-21,Technical,Low,26.41168015929221,4
985d654b-0325-4820-9a49-de981ba651ed,119,2022-05-30,Cancellation Inquiry,Low,21.29843344766614,1
d73d52ba-ca17-41d0-97c7-68d6114a9827,120,2023-07-09,Technical,Low,33.72036995005571,5
a32a4516-2040-44fb-92be-07c4e784cabe,121,2022-05-31,Cancellation Inquiry,Low,30.3757990840231,2
7b3cfc10-6bc7-4d7f-9afa-eb32419bf74e,121,2023-01-31,Cancellation Inquiry,High,22.16640423338056,3
3e3f3da0-2f98-4d33-b1d2-e63f9ef01577,122,2023-07-17,Technical,Medium,70.19116522935533,4
20afaf9e-0f7c-49ad-8b48-3935cc09de64,123,2022-04-17,Technical,Low,18.440715266434243,2
f5b19be4-835c-4541-af93-be2a95a340d9,123,2022-08-31,Billing,High,0.48394951027776967,5
956b212f-4faa-4851-9b95-1652c11ea16b,124,2023-05-22,Cancellation Inquiry,Low,35.95491747315661,1
25bc99ae-2547-48dc-8686-e2518a8864c7,127,2023-11-19,Cancellation Inquiry,Medium,30.52029942308646,4
4a832ab5-57c8-40b0-9a73-cd2f4f05495e,127,2022-12-31,Billing,Medium,0.31101557791075196,3
9620ed14-8486-4704-8211-a6caf863af2d,128,2022-10-14,Billing,High,34.94205193440713,1
3cc56af3-0eac-4e90-a504-87e4ada517e3,129,2023-05-26,Cancellation Inquiry,High,13.277325129360937,4
dbd3e865-8f38-4c01-95ce-0626d1b60755,129,2023-01-29,Billing,Medium,38.4159556401581,4
f9fc9c3f-3206-4388-9804-550b6c0c32f9,130,2022-02-12,Onboarding,High,22.30179175635694,2
c9070c97-3385-4b3b-a893-786da3fb6609,131,2022-06-05,Onboarding,Low,151.65733298266517,1
79c91e00-aaf8-41d5-b079-9b56576ff264,131,2022-02-23,Billing,Low,12.177592494375514,1
998a05a8-77a7-4ed0-bb5f-5290b11c7dff,131,2023-06-24,Technical,High,14.892645596830501,4
90ebba12-9412-4a0f-9a1d-3dab54c5f266,132,2023-06-22,Billing,Medium,23.60286662568188,3
542060ce-6b2f-4d47-8cb4-a7f69db8ef7e,132,2022-09-18,Cancellation Inquiry,Low,10.902080639546494,2
ca087252-e048-42dc-b44d-24421ad74fd4,133,2022-05-07,Billing,Medium,9.568321609203105,3
eb821435-382a-4bde-bef5-50110acd1ac7,133,2023-12-09,Cancellation Inquiry,High,23.641834081273736,2
3af33cc5-b176-471f-b918-2c16a3863cd1,133,2022-01-03,Onboarding,Medium,50.63088508088933,1
7b122ee5-3d30-4a07-b690-3edb9fb938e0,134,2022-12-29,Onboarding,Low,23.426328112629175,1
54de2c80-d08d-43df-b3dc-d264c4b27b21,135,2023-07-25,Onboarding,High,35.57781752909798,3
667ae277-348f-4ce0-a03b-c183bd75f95c,135,2023-09-20,Technical,Low,55.61248103565666,5
5ce195be-01b8-414a-bd68-a5d7d37a430a,136,2022-05-24,Technical,High,68.20591586556642,1
8e0044e2-07af-4b8a-9b9e-75f412e00b9c,136,2022-01-08,Cancellation Inquiry,High,22.07545018491317,5
31c46c9e-70be-4630-8a63-33e3247474b3,137,2022-03-31,Onboarding,High,22.969495177690302,2
5c230306-c3f9-4409-a9a7-480095ef8b1b,137,2023-05-06,Onboarding,Low,1.3778473298816145,2
32a4a8a4-32f9-4771-8799-7940f9adde7d,138,2022-02-04,Onboarding,Low,38.10834306392064,4
43125b58-e2a8-48e7-b80c-c8382c94df5a,139,2022-08-09,Cancellation Inquiry,Low,13.633508125132618,2
8df4097b-d8f8-4018-96fe-47692c9de90a,140,2023-07-13,Cancellation Inquiry,Medium,2.5902990776596875,2
2d1368f3-0580-4066-b22c-3dae2db4e428,140,2022-07-11,Technical,High,3.704722763857333,5
055fd8d1-19e7-4a3d-a920-4a24430493f0,141,2023-10-17,Technical,High,2.7637817543446244,2
a7a581e8-6101-44f4-a322-6464ad6d84ef,142,2023-10-08,Billing,Medium,18.291124935043918,3
efa52c8a-56a0-4943-9c68-7714e2901d96,142,2023-09-04,Billing,High,36.64285994948453,5
5ea0c503-3d7a-474e-b4c9-c3ad4e19392b,143,2022-06-13,Onboarding,Medium,8.203020285806865,3
f0effa1e-2bde-4c78-a931-50445f5258ab,143,2023-09-21,Cancellation Inquiry,High,12.703849135528664,4
9f8a4862-ff68-4f1a-8c8c-c291fa2358bc,146,2023-02-14,Billing,Medium,40.56685281957043,4
10bc94d3-b600-4df4-a0de-06766f082598,147,2023-11-16,Technical,High,6.231166643280996,2
217bc29e-ec95-43e9-a1fa-246624f982ec,147,2022-04-03,Technical,Low,31.291886260041778,1
60d16c16-8855-417d-b112-0678308c523d,147,2023-09-10,Cancellation Inquiry,Low,23.351613867463982,3
6df65800-997c-4dc9-9165-46ca5fcf3219,149,2023-06-24,Cancellation Inquiry,Medium,11.739311688982323,3
c3595dc2-0bd3-42a9-abc7-8c063e9ace12,151,2023-05-10,Cancellation Inquiry,High,16.76940698702413,3
8914741c-dabc-47ce-b068-ffdd965afd0f,152,2023-04-24,Billing,Medium,16.232093967093057,5
3f46a43a-53e2-4047-a608-7b53ca226cfe,152,2022-08-17,Cancellation Inquiry,Medium,6.104672191097583,2
df73321d-47b2-424d-8bad-3916a1243bea,154,2022-02-11,Billing,Medium,36.98406575119536,2
95866982-f7e8-48a2-821d-f2cfd9fc13b8,154,2022-04-09,Cancellation Inquiry,Low,14.934349977441332,2
14d72283-ba30-4cce-b590-97e07d2e7d9e,154,2023-11-20,Cancellation Inquiry,High,8.463182451864544,2
9d6932c9-a9db-47b9-8a7e-cb33787da6d7,155,2023-09-02,Cancellation Inquiry,Low,125.18002029470674,1
c055b921-635b-4f49-8234-83a82adcecb5,155,2022-02-20,Technical,Low,20.324285343758604,2
5fcfe711-8258-4678-804a-7761a52368e3,156,2023-11-17,Billing,Low,17.439792760968892,1
52630028-2dd2-48c0-b6da-387584d62148,156,2023-01-23,Onboarding,High,12.138122989628044,5
7bb95b07-b1cb-42d0-8685-92d25fb68406,156,2023-07-08,Technical,Low,41.69038413342387,5
44b1a1ee-7948-46f2-beaa-b0a1f4ac27ef,157,2023-07-10,Billing,High,47.489432467802764,1
ca665da6-ebd2-4b71-a35a-e36966a466d4,157,2023-03-28,Cancellation Inquiry,Medium,15.691145560096512,2
3832dfc1-350b-4860-895e-e97ca6552e7f,157,2023-03-30,Cancellation Inquiry,Medium,39.38929374530331,4
3c00a0f0-dcf8-4878-b3bb-84e533f7d722,159,2023-11-27,Onboarding,High,6.856104835927541,4
e3826da1-6cce-4c23-8e55-f3fe37f5c238,159,2022-11-04,Onboarding,Medium,39.18239222939478,5
d7a998ea-ef7c-4b39-a83e-deec92455468,163,2022-10-20,Onboarding,Medium,53.530696426717014,1
226378ab-15b2-42b4-8cf0-f97b4128d40b,163,2022-10-18,Technical,Medium,36.840811803906035,2
84d16f5e-71cb-49b3-8b88-445a1582de78,166,2023-08-07,Billing,Low,16.476564874344167,5
771ad3fe-0a88-47a5-957e-8c663aeceaf8,166,2022-10-01,Technical,Medium,19.13094319300582,5
737ea52f-6d15-4b06-961c-9af39f021a19,167,2023-02-02,Onboarding,High,42.0521477388901,3
cdf40137-5e15-433b-a8b1-211a6eb8b0e2,167,2022-12-30,Billing,High,17.23820241139194,2
0653ee85-61e3-4fb4-85e4-9a9e51284026,167,2023-01-22,Billing,Low,16.141233537560232,1
a535f9d7-43ff-4dea-bbd9-b01571127f4b,169,2022-05-20,Cancellation Inquiry,High,20.58170482940724,3
4b658517-1519-413c-a6c7-1f155bed83be,170,2022-02-28,Cancellation Inquiry,High,97.25959507982384,1
a4c688ec-8bf1-40df-8346-452b8073aa66,171,2023-10-17,Cancellation Inquiry,Low,25.047263073035783,1
3a4d45fd-ed36-4bb7-86c3-c90cc92efe01,174,2022-03-02,Cancellation Inquiry,High,5.537736432279308,4
09cccf1a-5c38-4c2a-9243-e8381e5bc68b,175,2022-03-18,Billing,Medium,11.900585817099568,3
acd3d56f-3257-49cd-9571-276b33474b1b,176,2023-03-01,Onboarding,Low,41.41907264459476,2
d0c8da67-bec6-4bbe-8d7e-c4b140018cbe,177,2022-09-13,Billing,Low,0.3092437795103792,2
30cdf149-4643-4f21-986f-4bb4aefc6ef1,177,2023-08-20,Onboarding,Low,22.668856945571584,3
ff9779f7-234b-40fd-bf7c-a58f9aa1f98b,180,2023-07-03,Billing,Medium,35.589577821587454,1
8b0a4802-bd64-48d6-b757-ec69c09c3207,180,2023-10-27,Technical,High,35.35831181908634,2
4caa568b-c523-44e9-822f-46bb42d9c5d7,180,2023-12-10,Onboarding,High,22.351090055011294,1
ff310f21-c87b-47d9-98bc-e5e4d282d54d,180,2022-08-07,Cancellation Inquiry,Medium,8.016075161880922,1
9477d9d7-d265-40c0-a7df-c9aff220eeb5,181,2022-11-10,Billing,Medium,8.740689323158662,1
a7728290-78d5-40ef-830b-4532a7c24c68,181,2023-08-12,Onboarding,Low,43.53852479503402,5
263749ec-f394-460d-82db-6aabfd411a05,183,2023-02-03,Technical,Medium,14.365753551026065,4
b92c8a72-3a17-479a-ba42-958b65c2e80d,184,2023-11-04,Technical,High,39.392996042045695,2
840d214b-3bd5-4863-b974-c90b35ba5e93,184,2023-08-05,Billing,Low,11.34012384009113,1
77ff3c31-c1f3-4837-8d78-3178c935a278,186,2023-04-01,Onboarding,Low,14.284713060192516,4
cabaef3c-5735-473c-b61e-6287d07c5e53,186,2023-07-16,Billing,Low,8.160360215697928,2
6dc56044-3016-462b-9886-75455025ac18,188,2022-03-08,Onboarding,High,47.55124478087212,5
35a758ab-6aed-479f-b2ac-4768f1224f43,188,2023-08-22,Onboarding,Low,56.85650953382021,5
07b4e684-8ef6-4ee8-9a5a-8bc373315c49,188,2022-12-07,Onboarding,Medium,20.878999832538682,3
20db4294-dfae-4803-93d7-97e723923df4,189,2022-10-19,Cancellation Inquiry,Low,10.837396150505993,4
7ff2e80a-027a-46dc-bce0-caeff17fa5c0,189,2022-08-26,Technical,High,10.302643880345974,5
56fe972b-5acb-487d-9594-9c84a8aa454e,191,2023-09-22,Technical,Medium,12.751719717050657,3
c0ac1c00-af8e-46b2-acfb-f1736b4d3d1a,194,2022-06-25,Billing,High,2.2002179156839192,3
89a06a99-b0c5-43d5-8755-2c99c34995ff,194,2022-11-10,Billing,Low,17.426785887715788,4
914cc11c-05f3-4bc5-9642-b0525379f279,195,2022-08-21,Cancellation Inquiry,High,3.504097926890771,5
27584f1a-239e-4593-ac11-a44d083ed925,195,2023-09-03,Onboarding,Medium,14.947704686895769,3
9a5e63f5-cc94-415c-a13d-26009174f53b,196,2022-09-14,Billing,High,2.0436002780593174,1
641118ec-ddf0-4771-92e9-b7659b9b3926,197,2023-12-11,Onboarding,Low,59.45715757261196,4
104f3fc5-6400-4b0e-b2dd-85f63446c0f0,198,2022-10-24,Cancellation Inquiry,High,10.730489274491175,4
1bcfb92f-798b-4757-b036-f6b962ed5403,199,2023-02-20,Cancellation Inquiry,Medium,0.14188464334670142,4
a395b867-7397-41a1-b641-940591cbbc49,200,2022-09-13,Billing,High,20.09805397376824,1
1ab444a7-2be2-4bd1-97de-ace84dfd3ecd,200,2023-11-26,Billing,Low,25.307972373685867,5
d393daad-0835-475f-ad79-8f3e8d8b4c60,200,2023-06-09,Onboarding,Low,2.292942898696066,5
2fcb0dce-06de-437b-bd15-c3539a760ea9,200,2023-06-20,Technical,Low,14.888479411804692,3
62c9f4fc-f686-4fa7-a94d-ed1e11ca2a0b,201,2022-06-04,Technical,High,28.58549172176538,3
a8d99292-4a85-4443-bba8-78d934b55b86,202,2022-08-09,Technical,High,14.913450926706844,3
5e5ffeaa-0eb5-4078-b464-d6f211ea2c00,202,2023-02-12,Onboarding,Low,3.0019347044861227,4
dc15c7c5-53a7-4581-abfc-c52402d3fb7e,202,2023-02-07,Technical,Medium,6.057218035098459,3
fd561b27-2833-49b8-a41f-79aa692e33b9,204,2023-12-08,Cancellation Inquiry,Low,54.32106274088165,2
7a6eaaa5-6b1d-40b9-8954-fc3d210f2a8a,204,2022-03-28,Technical,Medium,2.095861005135818,3
e75182a4-f481-48b5-a395-09c4119a7396,204,2023-08-01,Billing,High,8.198752949907227,3
34a73f9d-ded5-4017-a143-3dfc34dbda6b,205,2023-11-04,Onboarding,High,11.71028623282772,2
aa2fd9d1-b5ad-49f5-9161-a3816ea4b405,206,2022-08-29,Onboarding,Low,34.17066691828835,2
f06c69d9-9339-404b-9a8c-b3d728a5e34d,207,2023-01-04,Cancellation Inquiry,Medium,26.92869075614459,3
b77e5f7a-80a2-43e3-b3f6-07309665df7c,209,2022-08-30,Billing,Medium,4.816605221754617,1
01e7cde7-33a2-4a5f-8683-4cc5757e2b43,209,2023-06-16,Billing,Low,5.614320726791332,5
663463e9-d317-48c9-9060-573a721b7707,211,2022-04-21,Cancellation Inquiry,Medium,114.86182500560288,4
54323b1c-869e-4836-bf30-ea12cebca264,212,2023-04-15,Onboarding,Medium,6.622629286766073,3
75cff755-7daf-46e7-a115-d52b91b8ff07,212,2023-12-09,Cancellation Inquiry,Low,22.74221680371012,2
1752815c-bcbf-4583-8a01-75e5937d6fb1,212,2022-12-26,Billing,Low,30.823639594750077,2
74d082c5-eb3c-4270-a188-d3d7a573dc30,213,2022-08-12,Billing,Medium,29.829658682760765,5
