customer_id,signup_date,age,province,segment,acquisition_channel,plan_type,contract_type,price_per_month,status,churn_date,login_count_mean,login_count_std,login_count_last,active_days_mean,active_days_std,total_usage_hours_mean,total_usage_hours_std,total_usage_hours_last,num_features_used_mean,heavy_feature_usage_mean,num_sessions_mobile_mean,num_sessions_web_mean,days_late_mean,days_late_max,failed_payment_sum,amount_paid_mean,ticket_count,avg_satisfaction_score,avg_resolution_time_hours,cancelled,no_usage_2mo,failed_payments_3mo,churn
21,2020-02-11,19,AB,Small Business,Paid Ads,Basic,Annual,20,Active,,31.75,10.254373404213613,24,8.5,4.107257627345928,16.87032305911085,8.296474762891838,6.137122856477207,3.2083333333333335,0.28441261727434947,6.958333333333333,14.75,2.625,8,0,20.0,,,,0,0,0,0
22,2022-05-21,41,QC,Enterprise,Paid Ads,Basic,Annual,20,Active,,29.708333333333332,11.855943901566905,39,9.5,3.912077175374606,21.423386193647076,7.159153445547866,27.840874362040463,3.7916666666666665,0.3155340708998898,7.375,14.25,2.3333333333333335,7,1,19.166666666666668,,,,0,0,0,0
23,2020-11-04,61,BC,Enterprise,Referral,Standard,Monthly,40,Active,,31.25,8.930894107826909,47,8.166666666666666,3.252646636960052,18.37847229786833,6.59406850780758,12.424152443736164,3.4166666666666665,0.30573538059444144,7.666666666666667,13.958333333333334,2.25,7,0,40.0,1.0,4.0,20.65934147997811,0,0,0,0
24,2022-10-06,47,QC,Individual,Sales Team,Premium,Monthly,70,Active,,32.916666666666664,11.850212497330336,36,10.583333333333334,4.754098155840108,18.09426032073144,10.086480627114547,40.235466417633326,3.0416666666666665,0.32520225316538626,7.25,14.708333333333334,2.125,6,1,67.08333333333333,1.0,2.0,79.37781024130665,0,0,0,0
25,2022-12-25,55,NS,Small Business,Referral,Basic,Monthly,20,Active,,31.916666666666668,9.422067836671554,38,10.916666666666666,4.085144525852353,20.083020429955965,7.850546883492094,24.77227465193388,4.083333333333333,0.29168885618598756,7.416666666666667,15.416666666666666,2.2083333333333335,6,1,19.166666666666668,1.0,3.0,3.109061523203429,0,0,0,0
26,2022-04-26,19,SK,Individual,Referral,Basic,Annual,20,Active,,30.041666666666668,11.88524538960027,29,10.458333333333334,5.004164932000809,22.77944482527005,7.731335404372917,27.86438922324884,3.0416666666666665,0.21293398197879432,7.708333333333333,13.625,2.25,7,0,20.0,1.0,5.0,25.091940703776693,0,0,0,0
27,2021-10-13,38,ON,Small Business,Sales Team,Standard,Monthly,40,Active,,29.5,9.212467922190628,38,9.208333333333334,2.9632409793078383,21.227369827149584,9.61394728361704,27.603518761035197,3.5416666666666665,0.2243429579485392,8.0,15.375,1.4583333333333333,4,1,38.333333333333336,,,,0,0,0,0
28,2020-12-08,50,MB,Individual,Referral,Basic,Monthly,20,Active,,28.625,10.793768330968046,32,8.291666666666666,4.059119273359964,18.15347730523485,6.259427542610433,15.315947107842144,2.9583333333333335,0.25196692289351613,7.416666666666667,14.041666666666666,2.25,10,1,19.166666666666668,1.0,3.0,20.69064281393362,0,0,0,0
29,2021-11-28,29,SK,Individual,Sales Team,Standard,Annual,40,Active,,31.875,11.260984975067483,59,8.916666666666666,3.8776580411451933,20.303163671492168,9.265216966782605,18.432768765442813,3.5833333333333335,0.29658079396657194,8.0,13.5,2.3333333333333335,7,0,40.0,1.0,3.0,32.51613104082006,0,0,0,0
30,2022-07-04,39,NS,Enterprise,Sales Team,Standard,Monthly,40,Active,,25.333333333333332,8.874323815841171,30,9.708333333333334,3.5322017602852642,20.76071897724734,7.564323290172816,27.113447684043816,3.6666666666666665,0.21489154854105233,8.125,14.458333333333334,1.75,7,1,38.333333333333336,,,,0,0,0,0
31,2021-03-08,61,AB,Small Business,Referral,Premium,Annual,70,Active,,29.375,10.175898635672345,37,8.833333333333334,4.565148377670208,17.894639220254238,5.151622730783667,16.708684463170812,3.75,0.29939271672441253,7.708333333333333,13.166666666666666,1.6666666666666667,6,0,70.0,1.0,5.0,16.061528827186695,0,0,0,0
32,2020-01-11,42,QC,Enterprise,Paid Ads,Basic,Annual,20,Active,,28.208333333333332,13.887683522574541,17,8.833333333333334,2.745219824359786,21.634154657933166,8.637818778289919,15.96471146284894,4.166666666666667,0.2665728779902501,8.25,15.541666666666666,2.7916666666666665,12,1,19.166666666666668,2.0,3.5,24.268556212185523,0,0,0,0
33,2020-09-05,66,NS,Enterprise,Sales Team,Basic,Monthly,20,Active,,30.083333333333332,9.770927002733858,29,8.916666666666666,4.292730626522476,19.57556386112991,5.732753110947098,15.757429983944055,3.5416666666666665,0.23342836583112012,8.0,15.083333333333334,2.0416666666666665,7,0,20.0,3.0,3.6666666666666665,7.424767918919161,0,0,0,0
34,2022-12-20,44,SK,Individual,Referral,Basic,Monthly,20,Active,,28.833333333333332,10.845422463223695,43,8.958333333333334,4.237299864881825,21.60176686527574,9.07315223090173,28.17980902068851,3.0,0.2972530280001387,8.041666666666666,14.0,1.875,10,0,20.0,,,,0,0,0,0
35,2021-10-18,59,NB,Individual,Organic,Standard,Monthly,40,Active,,28.583333333333332,8.732332058986637,28,10.083333333333334,3.5129161262610484,19.78709121797042,6.363606164930338,6.88569809883143,3.9583333333333335,0.2918629039051711,7.375,14.458333333333334,1.5,8,1,38.333333333333336,1.0,4.0,49.81433374900018,0,0,0,0
36,2021-06-12,45,BC,Individual,Referral,Standard,Monthly,40,Active,,29.666666666666668,8.770834409101797,24,10.166666666666666,3.679161845319933,19.154317072721273,7.204369887428186,16.72105890306507,3.2916666666666665,0.2643892017606579,7.583333333333333,15.875,2.625,7,0,40.0,1.0,2.0,6.9235884176458224,0,0,0,0
37,2021-03-07,33,NS,Enterprise,Organic,Standard,Monthly,40,Active,,30.583333333333332,6.889921225438912,21,10.0,2.4847360108225303,17.290551968396738,6.87931455240223,18.47135843487909,3.625,0.27115080995318525,7.916666666666667,14.583333333333334,2.125,5,0,40.0,2.0,2.5,30.25910507430038,0,0,0,0
38,2020-08-29,32,NS,Small Business,Sales Team,Basic,Monthly,20,Active,,29.458333333333332,10.108021638741945,25,9.416666666666666,3.475587740933544,19.94874124308073,9.207446174835795,21.275355051592587,3.875,0.27586906196060723,6.75,16.416666666666668,1.9583333333333333,6,2,18.333333333333332,3.0,2.3333333333333335,19.310125997110408,0,0,0,0
39,2020-11-30,64,MB,Enterprise,Organic,Basic,Annual,20,Active,,30.458333333333332,13.682674435582577,8,9.208333333333334,4.652994983754074,17.81407011495435,9.352419019582094,23.00270517671101,3.125,0.3253409116674134,8.333333333333334,13.625,2.75,7,2,18.333333333333332,2.0,4.5,40.156669660334664,0,0,0,0
40,2021-06-06,68,BC,Enterprise,Paid Ads,Basic,Monthly,20,Active,,26.0,11.25591631871493,17,9.708333333333334,4.505833577916971,19.387094362639484,7.347557450111315,14.7595623178107,3.5,0.2652711709392493,7.041666666666667,13.083333333333334,1.2083333333333333,8,2,18.333333333333332,2.0,3.0,14.0257248056702,0,0,0,0
41,2020-06-07,61,SK,Individual,Paid Ads,Standard,Monthly,40,Active,,27.125,9.574933306613,14,9.166666666666666,2.9878982967771948,18.508190044373283,8.411537305127831,3.5750562237272945,3.4166666666666665,0.3364931694292474,7.333333333333333,15.041666666666666,2.9583333333333335,8,1,38.333333333333336,2.0,4.5,38.73484097464053,0,0,0,0
42,2020-05-24,72,NS,Individual,Sales Team,Standard,Annual,40,Active,,30.25,10.571701356225374,41,8.791666666666666,3.283412417203978,20.51845851804855,5.83918568979186,11.434413737726196,3.6666666666666665,0.33241139802230946,7.541666666666667,13.833333333333334,2.8333333333333335,9,0,40.0,,,,0,0,0,0
43,2021-08-13,69,ON,Enterprise,Paid Ads,Standard,Annual,40,Active,,33.083333333333336,9.850697025290035,23,9.0,3.021660931112009,19.952821706955323,6.481228713919154,17.083133824817963,3.375,0.30359843789458474,7.25,15.666666666666666,2.4166666666666665,11,0,40.0,,,,0,0,0,0
44,2020-05-30,74,AB,Enterprise,Organic,Basic,Annual,20,Active,,29.041666666666668,14.710183301156489,0,8.958333333333334,3.758806085501858,21.701270345974816,7.271891022874893,3.271356603305001,3.75,0.2895811760349989,6.833333333333333,14.625,2.9166666666666665,9,1,19.166666666666668,1.0,1.0,3.683092814674187,0,0,0,0
45,2021-07-11,20,MB,Enterprise,Referral,Premium,Monthly,70,Active,,27.875,9.190318630044288,43,8.958333333333334,3.793348488291471,20.109254897789878,6.593810471542521,26.17232400866321,3.5416666666666665,0.29733586378628235,7.75,16.041666666666668,1.4583333333333333,6,1,67.08333333333333,2.0,4.0,7.042574066257264,0,0,0,0
46,2021-06-18,54,AB,Small Business,Referral,Standard,Monthly,40,Active,,33.875,8.71935627859325,32,9.083333333333334,4.095773714310958,18.42373734086429,8.639146459730409,15.695606804040114,3.7083333333333335,0.2618736910089003,7.666666666666667,13.875,2.4166666666666665,8,4,33.333333333333336,3.0,2.6666666666666665,27.640666138899906,0,0,0,0
47,2022-07-26,68,ON,Enterprise,Paid Ads,Basic,Annual,20,Active,,30.375,13.499798710254584,30,9.75,4.435528496524204,18.11348120218244,5.337951318659016,21.594195300140445,3.375,0.1973326021165354,8.25,13.833333333333334,2.625,9,0,20.0,,,,0,0,0,0
48,2021-02-14,24,NB,Individual,Organic,Standard,Annual,40,Active,,28.083333333333332,10.012673129010343,26,9.708333333333334,4.68558535776775,18.459935937701736,6.74062830622735,13.543705137190296,2.875,0.2657356474324278,8.083333333333334,14.25,3.6666666666666665,8,0,40.0,2.0,2.5,44.681436140810064,0,0,0,0
49,2020-03-08,38,SK,Small Business,Referral,Standard,Monthly,40,Active,,27.666666666666668,9.933109617167561,11,9.5,4.086031347641993,23.629091171805772,8.925750508831857,16.403502967303492,3.4583333333333335,0.3046579575791715,7.833333333333333,14.291666666666666,1.9166666666666667,10,2,36.666666666666664,1.0,2.0,48.53174908752892,0,0,0,0
50,2021-12-14,26,ON,Individual,Organic,Basic,Monthly,20,Active,,27.25,8.684068371348816,31,8.583333333333334,4.4907311951024935,18.823941919173283,7.280563607650483,17.42816706739729,3.625,0.2343726015620414,7.375,15.291666666666666,2.5,7,3,17.5,3.0,3.6666666666666665,17.683894610306307,0,0,0,0
51,2022-04-13,56,BC,Enterprise,Sales Team,Standard,Annual,40,Active,,27.208333333333332,10.073551969159752,23,10.583333333333334,4.148511169990535,20.586495209916254,8.892490564329206,19.529641283557925,3.6666666666666665,0.26991255279132625,7.75,14.291666666666666,2.0,7,0,40.0,1.0,5.0,4.052710779328497,0,0,0,0
52,2020-07-12,35,BC,Enterprise,Referral,Basic,Monthly,20,Active,,28.708333333333332,8.024306372118602,27,9.375,3.99796143705438,19.426143761197125,8.152665761258724,10.678685777474298,3.75,0.3254474665580599,7.833333333333333,16.25,1.3333333333333333,6,3,17.5,1.0,3.0,42.42399161423909,0,0,0,0
53,2021-08-11,21,AB,Enterprise,Sales Team,Standard,Monthly,40,Active,,32.041666666666664,9.634535555091322,47,8.375,4.5186810311051575,17.795612711217032,8.15112806504719,17.789160260325573,3.25,0.30532386844355286,7.333333333333333,14.666666666666666,1.5,7,1,38.333333333333336,1.0,5.0,23.946923102724195,0,0,0,0
54,2020-05-02,42,AB,Small Business,Sales Team,Premium,Monthly,70,Active,,30.791666666666668,8.895427094210024,44,9.666666666666666,3.3708038864015375,19.92259082426749,7.353346139812324,17.10602597468796,4.291666666666667,0.26847154623506225,7.208333333333333,14.708333333333334,2.625,11,0,70.0,1.0,1.0,50.05433616924647,0,0,0,0
55,2022-05-07,31,QC,Enterprise,Referral,Standard,Monthly,40,Active,,28.75,10.522233189981478,22,10.916666666666666,3.425183799151662,17.439902926689758,6.858381032280521,24.5059355191594,3.25,0.3033187705526526,7.541666666666667,14.958333333333334,1.75,6,1,38.333333333333336,1.0,3.0,1.0450378043412776,0,0,0,0
56,2021-03-31,67,MB,Small Business,Paid Ads,Premium,Monthly,70,Active,,30.0,9.789079985193796,32,9.583333333333334,2.9769647026089694,17.702774185758102,7.48748737327423,1.3791471439264136,3.5,0.2902739859372186,7.208333333333333,14.791666666666666,1.625,8,0,70.0,,,,0,0,0,0
57,2022-09-03,26,NB,Enterprise,Sales Team,Basic,Annual,20,Active,,31.708333333333332,10.280750973528644,27,8.458333333333334,4.4816453370984455,19.341649523015764,8.15018814852696,36.81707755411604,4.083333333333333,0.29198180287645437,6.916666666666667,12.25,2.125,9,0,20.0,2.0,3.0,15.303789541655314,0,0,0,0
58,2022-08-18,43,BC,Individual,Referral,Basic,Annual,20,Active,,33.791666666666664,11.154952757160954,38,10.375,2.8408893279945002,17.582833842649773,8.227638891385716,10.293744831431209,3.125,0.2571039827624804,8.166666666666666,14.208333333333334,1.9583333333333333,7,2,18.333333333333332,1.0,1.0,27.36613033243753,0,0,0,0
59,2021-07-15,70,BC,Small Business,Organic,Premium,Monthly,70,Active,,28.166666666666668,11.091189870957182,18,9.0,3.611575592573076,20.70960890285983,7.671793260720317,7.661763712385197,3.9583333333333335,0.32519784356817055,7.666666666666667,13.875,2.4166666666666665,10,0,70.0,1.0,2.0,22.226677425668388,0,0,0,0
60,2022-06-15,19,QC,Enterprise,Referral,Premium,Annual,70,Active,,30.166666666666668,13.212861542638201,33,10.125,3.745286893289148,22.519192189534053,8.531324415594806,18.95786431106456,3.2083333333333335,0.3037704179693039,7.541666666666667,15.333333333333334,1.5416666666666667,6,0,70.0,3.0,2.0,43.26538926370577,0,0,0,0
61,2020-10-25,37,ON,Individual,Organic,Premium,Annual,70,Active,,30.083333333333332,10.412854374852461,19,9.083333333333334,4.200586570496064,17.922496013525734,6.3926052098317285,16.630707415682576,4.291666666666667,0.2702273424274643,7.791666666666667,15.916666666666666,1.6666666666666667,8,2,64.16666666666667,2.0,3.0,48.48823404470235,0,0,0,0
62,2022-12-30,45,QC,Individual,Organic,Basic,Annual,20,Active,,31.375,9.55902714715258,33,9.666666666666666,3.331883742774096,19.394926809923927,6.639172768500706,20.12796863021783,3.375,0.2936483347837508,7.125,14.25,2.1666666666666665,8,1,19.166666666666668,1.0,4.0,49.87200397548435,0,0,0,0
63,2020-04-18,64,SK,Individual,Referral,Basic,Annual,20,Active,,26.25,11.105227911057105,31,8.75,4.183300132670378,19.60966091261086,8.908253371844326,27.217814654801455,4.0,0.3635980541615244,8.291666666666666,14.25,2.2083333333333335,6,0,20.0,,,,0,0,0,0
64,2020-03-12,24,MB,Enterprise,Sales Team,Premium,Annual,70,Active,,29.041666666666668,8.040544901860855,45,10.25,3.010849944999642,21.689447899133764,8.042688483256613,28.394315346388083,3.3333333333333335,0.3673330127868571,7.708333333333333,16.583333333333332,2.3333333333333335,8,2,64.16666666666667,,,,0,0,0,0
65,2022-10-24,61,QC,Enterprise,Referral,Standard,Annual,40,Active,,31.541666666666668,9.254748095914904,30,8.875,3.9706805900029387,19.85534057854432,8.621025434513138,20.783696397473904,3.5416666666666665,0.32556764645981734,7.25,15.5,2.8333333333333335,10,1,38.333333333333336,1.0,2.0,7.25247661252384,0,0,0,0
66,2020-12-20,25,NB,Individual,Sales Team,Standard,Monthly,40,Active,,30.583333333333332,10.962055768270233,34,7.041666666666667,3.014157415852104,20.02693723553169,7.608748767235763,23.54420858487994,3.875,0.3165407804204979,7.5,15.166666666666666,1.625,8,1,38.333333333333336,,,,0,0,0,0
67,2021-03-25,64,NS,Individual,Organic,Standard,Annual,40,Active,,30.166666666666668,11.188762478357534,34,8.875,4.337024626249619,22.489163960654917,9.086189354253083,25.848993292784183,2.8333333333333335,0.2694706136425868,6.833333333333333,12.875,2.2916666666666665,8,2,36.666666666666664,2.0,4.0,25.501051322696945,0,0,0,0
68,2020-05-03,52,BC,Enterprise,Sales Team,Basic,Monthly,20,Active,,30.333333333333332,11.525648776105617,42,7.625,2.8561527787659,20.608918673574006,8.407054826885599,22.897105767156667,3.0,0.2970983839210893,7.916666666666667,15.791666666666666,1.3333333333333333,7,1,19.166666666666668,,,,0,0,0,0
69,2020-12-27,31,SK,Small Business,Sales Team,Premium,Monthly,70,Active,,30.833333333333332,10.106677373708527,29,10.166666666666666,3.9083708010935427,21.796167178025772,8.729218783218652,30.69702769149751,3.3333333333333335,0.3162908549041005,7.958333333333333,16.166666666666668,2.0416666666666665,8,1,67.08333333333333,1.0,3.0,1.8393289938303647,0,0,0,0
70,2020-06-05,34,NB,Enterprise,Organic,Standard,Annual,40,Active,,26.916666666666668,10.13781842009614,22,8.625,4.2304537735844345,21.2360369731739,8.328933315848367,19.53391144496385,3.7083333333333335,0.25557814295296516,7.291666666666667,15.25,1.7916666666666667,5,1,38.333333333333336,,,,0,0,0,0
71,2021-08-13,53,BC,Individual,Sales Team,Basic,Monthly,20,Active,,28.833333333333332,10.90937636868502,23,10.875,4.416495758246429,19.625483099067168,8.288131748407476,18.86106293605271,3.625,0.30669952161458663,8.625,14.208333333333334,2.7083333333333335,13,1,19.166666666666668,2.0,4.0,24.323617431574256,0,0,0,0
72,2021-03-07,67,SK,Individual,Referral,Standard,Monthly,40,Active,,30.875,9.27039467289847,37,8.458333333333334,3.2029764237369114,19.677192104298697,7.274037348429726,33.964863506498546,3.8333333333333335,0.2604196178480703,7.125,15.375,1.7083333333333333,10,2,36.666666666666664,2.0,3.5,58.02547641398274,0,0,0,0
73,2021-12-05,57,QC,Individual,Sales Team,Premium,Annual,70,Active,,36.583333333333336,9.155262998937287,32,8.958333333333334,3.7818694096814145,20.481163916060197,6.667851088660268,19.793893409136192,3.875,0.2588468742071686,6.75,14.666666666666666,2.375,7,2,64.16666666666667,1.0,3.0,21.83778693544486,0,0,0,0
74,2022-09-14,21,AB,Small Business,Referral,Basic,Monthly,20,Active,,29.291666666666668,8.878303630892493,24,10.291666666666666,3.099497387960024,19.872613621988553,8.484325278606528,24.645475949650475,3.75,0.2632678562215414,8.0,16.375,1.3333333333333333,5,0,20.0,,,,0,0,0,0
75,2021-07-20,19,MB,Small Business,Referral,Premium,Annual,70,Active,,33.75,12.354369056435408,22,10.291666666666666,4.016045715427777,23.52452234766238,7.298311906021464,16.19393892472722,3.5833333333333335,0.339756258197128,6.916666666666667,15.875,1.4166666666666667,5,1,67.08333333333333,3.0,2.0,25.90186818204003,0,0,0,0
76,2020-09-09,23,BC,Small Business,Organic,Premium,Annual,70,Active,,31.791666666666668,11.309784785046,38,7.708333333333333,3.5567347833146883,21.58773043447337,7.999005737423241,10.887450588899586,3.375,0.32962758247304386,6.916666666666667,13.75,2.3333333333333335,7,1,67.08333333333333,,,,0,0,0,0
77,2021-07-29,71,ON,Enterprise,Organic,Basic,Annual,20,Active,,29.958333333333332,11.566364904387603,26,8.458333333333334,4.323637424635668,18.624619315129802,6.784162403779945,17.362645621324994,3.7083333333333335,0.2814895687002226,7.25,12.958333333333334,1.5833333333333333,7,1,19.166666666666668,,,,0,0,0,0
78,2021-07-05,59,BC,Individual,Referral,Basic,Monthly,20,Active,,29.875,10.83999237926894,29,9.75,4.5802031471939335,20.114705657907066,8.174190607071035,12.772956561702678,3.25,0.2432571085371852,7.875,14.375,2.4166666666666665,8,1,19.166666666666668,,,,0,0,0,0
79,2020-11-21,21,NS,Small Business,Sales Team,Basic,Annual,20,Active,,25.458333333333332,11.309784785045997,18,9.166666666666666,3.130032180229999,19.03040624038789,8.607186866886297,4.865180045822312,3.5,0.27637025418097044,7.291666666666667,13.75,1.5833333333333333,9,0,20.0,1.0,3.0,22.817724563548985,0,0,0,0
80,2022-11-07,71,QC,Small Business,Organic,Standard,Monthly,40,Active,,28.75,12.194974018190765,21,10.708333333333334,5.204339048095948,19.470093558297947,7.284483091095969,28.03649025060694,4.25,0.3287234221457111,8.166666666666666,13.791666666666666,2.2916666666666665,8,0,40.0,1.0,4.0,2.379716357727827,0,0,0,0
81,2021-02-18,46,AB,Small Business,Organic,Standard,Monthly,40,Active,,27.083333333333332,8.93900425670831,31,9.666666666666666,3.9194794093833067,21.44563902718129,7.930202847642413,12.767948350099308,3.5,0.2691156243731423,7.791666666666667,16.125,1.7083333333333333,7,3,35.0,2.0,2.5,27.302708468449186,0,0,0,0
82,2022-12-26,35,NS,Small Business,Sales Team,Standard,Monthly,40,Active,,32.916666666666664,10.782097346453787,36,9.5,2.702655698768705,18.12034212514045,8.938749883433758,11.814050478182068,3.125,0.2304629875480574,7.5,16.083333333333332,2.9583333333333335,7,1,38.333333333333336,1.0,4.0,77.87975813873351,0,0,0,0
83,2022-11-27,43,MB,Small Business,Sales Team,Basic,Annual,20,Active,,29.083333333333332,12.863553727207487,27,9.125,3.882093787366946,20.177543821844797,10.366433352005535,20.112769868333164,3.75,0.25225034675254343,6.958333333333333,15.958333333333334,2.5416666666666665,8,0,20.0,1.0,2.0,2.6638912024604537,0,0,0,0
84,2022-10-03,61,AB,Individual,Paid Ads,Premium,Annual,70,Active,,26.5,11.687972264348248,18,9.25,4.927738700017705,22.454162875527867,10.290621053965229,32.82909124668416,3.125,0.2552573229638629,7.666666666666667,15.083333333333334,2.375,8,3,61.25,,,,0,0,0,0
